Request_Number,Request_Type,Source,Summary,Date_Complete_Received,Decision_Communicated,Name,Number_of_Pages_Released
AG-2012-01423,General Records,Business,"A copy of the City Planning records for {an address} from January 1, 1995 to June 30, 2012.","July 27, 2012","August 27, 2012",All Disclosed,56
AG-2012-01424,General Records,Business,"A copy of the City Planning records for {an address}, Toronto from January 1, 1995 to June 30, 2012.","July 27, 2012","September 17, 2012",All Disclosed,205
AG-2012-01425,General Records,Business,"A copy of the City Planning records for {an address}, Toronto from January 1, 1995 to June 30, 2012.","July 27, 2012","August 27, 2012",All Disclosed,55
AG-2012-01426,General Records,Business,"A copy of the City Planning records for {an address}, Toronto from January 1, 1995 to June 30, 2012.","July 27, 2012","August 23, 2012",No Records Exist,0
AG-2012-01427,General Records,Public,A copy of all emergency flooding calls that have occurred at {an address} from 1989 to present.,"July 27, 2012","August 27, 2012",Disclosed in Part: Partially Exempt,64
AG-2012-01428,General Records,Public,A copy of the documents used to obtain the party wall permit for {2 addresses}.,"July 27, 2012","August 27, 2012",All Disclosed,2
AG-2012-01429,General Records,Public,"A copy of all records related to the sewer back up at {an address} on June 28, 2012. 311 assigned reference number 1561600.","July 25, 2012","August 22, 2012",All Disclosed,14
AG-2012-01430,General Records,Public,A copy of documents showing the purchase price and average market value of the Toronto taxi plate for {an individual}.,"July 25, 2012","August 22, 2012",All Disclosed,8
AG-2012-01430,General Records,Public,A copy of documents showing the purchase price and average market value of the Toronto taxi plate for {an individual}.,"July 25, 2012","August 22, 2012",All Disclosed,12
AG-2012-01432,General Records,Public,A copy of the Public Health complaint filed against {an address}.,"July 30, 2012","August 29, 2012",Disclosed in Part: Partially Exempt,121
AG-2012-01433,General Records,Public,A copy of documents from the bylaw officer's training manual relating to fences and including diagrams.,"July 26, 2012","August 27, 2012",All Disclosed,60
AG-2012-01434,General Records,Public,"A copy of the permit issued to alter a single family home at {an address} on August 2, 1962 to a four family dwelling, including garage alteration for 4 motor vehicles and fire escape construction. File No. 71478.","July 30, 2012","August 24, 2012",Disclosed in Part: Partially Exempt,58
AG-2012-01435,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on July 13, 2012.","July 30, 2012","August 28, 2012",Disclosed in Part: Partially Exempt,10
AG-2012-01436,General Records,Business,"A copy of the fire report for a motor vehicle accident that occurred at {an address}, Etobicoke. The incident occurred on January 22, 2011. Fire Report No. F11008917.","July 31, 2012","August 29, 2012",Disclosed in Part: Partially Exempt,20
AG-2012-01440,General Records,Public,A copy of the TTC Report/documentation sent to Toronto City Council recommending the sale of {an address} because the property was surplus to requirements.,"July 27, 2012","August 27, 2012",No Records Exist,0
AG-2012-01441,General Records,Public,A copy of the building permit history for {an address}.,"July 27, 2012","August 23, 2012",No Records Exist,0
AG-2012-01442,General Records,Public,A copy of the party wall agreement for {an address}.,"August 1, 2012","September 6, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-01443,General Records,Public,"A copy of the following zoning and ML&S files for {an address}, file no. 12111456 PRS 00 IV and ZON 00IR.","July 30, 2012","August 27, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-01444,General Records,Public,A copy of the Public Health file no. 117386 regarding mould issue from September 2011 to December 2011.,"July 30, 2012","August 29, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-01445,General Records,Public,"A copy of the low water pressure testing and results reports for {an address}, North York. The records are from July 4, 2012.","July 27, 2012","August 27, 2012",Disclosed in Part: Partially Exempt,27
AG-2012-01446,General Records,Public,"The number of tickets issued for parking illegally in the disabled parking space located near {2 addresses} from January 2011 to February 25, 2012. Also the number of tickets issued from February 26, 2012 to present.","August 1, 2012","August 30, 2012",Disclosed in Part: No Records Exist,0
AG-2012-01447,General Records,Public,A copy of the arborist report for the Norway Maple at {an address}. The report was submitted in Spring 2012. Also the permit issued by the City for the removal of the Norway Maple.,"August 1, 2012","August 14, 2012",All Disclosed,5
AG-2012-01448,General Records,Public,"A copy of the records relating to the dog bite incident at {an address}. The incident occurred on May 29, 2011.","August 1, 2012","September 7, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-01450,General Records,Public,"A copy of records related to {a business} and/or {an individual} and/or {organization}, including zoning or patio applications, bylaw infractions and food safety/restaurant health inspections. Records for {an address}.","August 1, 2012","August 30, 2012",Disclosed in Part: Partially Exempt,95
AG-2012-01451,General Records,Public,"A copy of records related to {a business} and/or {an individual} and/or {organization}, including zoning or patio applications, bylaw infractions and food safety/restaurant health inspections. Records for {an address}.","August 1, 2012","August 30, 2012",Disclosed in Part: Partially Exempt,69
AG-2012-01452,General Records,Public,"A copy of records related to {a business} and/or {an individual} and/or {an organization}, including zoning or patio applications, bylaw infractions and food safety/restaurant health inspections. Records for {an address}.","August 1, 2012","August 30, 2012",Disclosed in Part: Partially Exempt,220
AG-2012-01453,General Records,Public,"A copy of the application to injure or remove two trees at {an address}, including the supporting documents and information, internal documents regarding the application, and permits issued.","August 1, 2012","August 29, 2012",Disclosed in Part: Partially Exempt,17
AG-2012-01454,General Records,Public,"A copy of the following reports regarding repairs to the sewage line to {an address}. Report No. CSR #663623, Service Request No. 1598988, and Work Order No. 630190. Also any additional reports regarding this incident.","August 1, 2012","September 6, 2012",Disclosed in Part: Partially Exempt,10
AG-2012-01455,General Records,Business,"A copy of the video footage for the motor vehicle accident that occurred on Lake Shore Blvd. The incident occurred on June 19, 2010 at 5:10 p.m.","August 1, 2012","August 29, 2012",No Records Exist,0
AG-2012-01458,General Records,Business,"A copy of the fire report for {an address}, Etobicoke. The incident occurred on July 12, 2012. Fire Report No. F12074119.","August 1, 2012","August 29, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-01459,General Records,Public,"A copy of the fire report for the motor vehicle accident that occurred at Dixon Road and Martin Grove. The incident occurred on June 1, 2010 at 1:43.","August 1, 2012","August 30, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-01460,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 4, 2012.","August 2, 2012","August 29, 2012",Disclosed in Part: Partially Exempt,15
AG-2012-01461,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on January 5, 2012.","August 2, 2012","August 30, 2012",Disclosed in Part: No Records Exist,2
AG-2012-01462,General Records,Business,"A copy of the fire report for {an address}, Scarborough. The incident occurred on February 12, 2011.","August 2, 2012","September 13, 2012",Disclosed in Part: Partially Exempt,19
AG-2012-01463,General Records,Public,"A copy of the fire report for {an address}. The incident occurred on July 25, 2012.","July 31, 2012","August 29, 2012",Disclosed in Part: Partially Exempt,5
AG-2012-01464,General Records,Public,A copy of the Ontario Works file for {an individual}.,"August 2, 2012","August 16, 2012",Disclosed in Part: Partially Exempt,285
AG-2012-01467,General Records,Public,A copy of all records related to the Animal Services activity no. A11-30390.,"August 3, 2012","September 4, 2012",Disclosed in Part: Partially Exempt,12
AG-2012-01468,General Records,Public,A copy of the heat loss/gain calculations relating to the building permit no. 11-118097 for {an address}.,"July 30, 2012","August 14, 2012",No Records Exist,0
AG-2012-01469,General Records,Public,"A copy of all orders to comply, notices issued, and correspondence from the City to {an address} regarding construction since August 1, 2011. Also all applications for building permits and any plans or drawings submitted for applications/permits.","August 2, 2012","September 11, 2012",Disclosed in Part: Partially Exempt,30
AG-2012-01470,General Records,Public,"A copy of all building permits, building permit applications, inspection notes and supporting documents pertaining to {an address} since 1885.","August 2, 2012","August 30, 2012",Disclosed in Part: Partially Exempt,89
AG-2012-01473,General Records,Public,A copy of the plumbing inspection and notes related to {an address} from when the home was built in approximately 2004.,"August 2, 2012","August 30, 2012",Disclosed in Part: Partially Exempt,8
